Job Title,Job Description,Skills,Source
Website Design and SEO,"We have one website that covers both sides of our business. We would like to break this into separate pages and improve our SEO performance. Currently our website is hosted on Wix, which we'd like to stay on. One page will require some basic rework and the other will be a new build.","Website, SEO Setup & Configuration, SEO Performance",jobs.json
HubSpot Website Update and Optimization,"We are seeking a skilled professional to update and optimize our existing HubSpot website. The ideal candidate will have experience with HubSpot's CMS and be able to enhance website performance, improve SEO, and ensure a seamless user experience. Tasks may include updating content, optimizing landing pages, and implementing best practices for web design. A strong understanding of analytics tools to measure performance is a plus.","HubSpot, Web Development, HTML, Web Design, CSS",jobs.json
Website move to new hosting server,"Move my website from one hosting server to another one, cheapest, and improve my website","WordPress, Web Development, Web Hosting",jobs.json
Automated n8n Workflow for AI Ad Creative Generation & Testing,"What we need:
We want to set up an end-to-end automated workflow that:

1. Generates creatives in bulk with AI
- Pull structured prompts from Google Sheets/Airtable.
- Connect to AI tools (e.g., MidJourney, Stable Diffusion, Veo3, Runway, etc.) to generate ad images/videos.

2. Organizes & stores assets
- Save outputs with metadata (creative ID, prompt used, etc.) into Google Drive / S3.

3. Uploads creatives to ad platforms
- Automatically push creatives into Social Accounts (Instagram, TikTok etc).

4. Pulls performance data back
- Track CTR, IPM, Likes from ad platforms.
- Feed results into Google Sheets or a dashboard.
- Tag winning vs. losing creatives automatically.

5. Creates a feedback loop
- Use performance results to guide the next round of AI prompts (optional, but a big plus).

Requirements:
Strong experience with n8n workflows (or similar tools like Zapier/Make, but n8n preferred).
Familiarity with AI creative tools (Stable Diffusion, MidJourney, DALL·E, Runway, etc.).
Experience with ad APIs (Meta Ads, Google Ads).
Understanding of performance marketing metrics.
Ability to document the workflow clearly so our team can maintain it.

Nice to have:
Background in mobile gaming or app marketing.
Experience with creative production pipelines.
Skills in lightweight video editing automation (ffmpeg, Runway API, etc.).

Deliverable:
A functioning n8n workflow (or set of workflows) that allows us to:
Generate creatives → Upload to ads → Get performance results → Refine next tests.

Budget:
Open to proposals. This can be a fixed-price project for the first version, with potential ongoing work for improvements and scaling or per milestone.

How to apply:
- Share examples of n8n (or similar) automation workflows you’ve built.
- Mention your experience with AI tools + ad platforms.
- Include your hourly rate and estimated timeline for an MVP version of this system.","Python, Lead Generation, Adobe Illustrator, Chatbot Development, Graphic Design",jobs.json
ZTA & GSA Implementation Consultant for Entra ID,"We are seeking an experienced consultant to assist with the implementation of Zero Trust Architecture (ZTA) and Government Security Architecture (GSA) while aligning our Conditional Access (CA) policies in Entra ID. The ideal candidate will have a strong background in identity management and security frameworks. You will be responsible for assessing our current environment, recommending best practices, and executing the implementation plan to enhance our security posture. Your expertise will be crucial in ensuring that our policies are effectively aligned with organizational goals.

Overview

This project focuses on strengthening our Zero Trust Architecture (ZTA) by implementing Microsoft Entra Global Secure Access (GSA) and reviewing, streamlining, and realigning our existing Conditional Access (CA) policies.

Our goal is to reduce complexity, eliminate redundancy, and align policy enforcement with best practices, ACSC Essential 8, and Zero Trust principles. The outcome will be a more secure, simplified, and governance-ready identity environment.

Objectives

Implement Global Secure Access (GSA):
Deploy Microsoft Entra Internet Access and Private Access to replace legacy IP/location-based rules and third-party SWG dependencies.

Streamline Conditional Access policies:
Collapse ~100+ fragmented CA policies into ~15–20 strategic policies grouped by Baseline, Admin, Device Compliance, BYOD, and GSA profiles.

Enable Passwordless Authentication:
Support adoption of Passkeys and passwordless methods across workforce identities.

Align to Governance Frameworks:
Map policies to ACSC Essential 8, ISO 27001, and NIST for compliance readiness.

Enhance User Experience:
Deliver seamless passwordless SSO from device login through to app access, across both Azure AD and Okta–federated apps.","Strategy, Information Security, Project Management, Encryption, Zero Trust Architecture",jobs.json
Technical Customer Service Representative Needed,"We are seeking an experienced Customer Service Representative with a strong background in technical support. The ideal candidate will possess excellent communication skills and the ability to troubleshoot technical issues efficiently. You will be responsible for assisting customers via phone, email, and chat, providing them with timely solutions to their inquiries. A proactive attitude and a passion for customer satisfaction are essential. If you have a knack for resolving tech-related problems and enjoy helping people, we want to hear from you!","Customer Service, Customer Support, Communication Etiquette, Online Chat Support, Email Communication",jobs.json
Excel Calendar Developer for 4-4-5 Calendar through 2050,"I am looking for a skilled Excel expert who can create a 4-4-5 calendar format that extends through the year 2050. I will provide a template to be populated for day, week, Quarter, year. Attention to detail and proficiency in Excel functions are crucial for this task. I will also include notes leap weeks. If you have experience creating specialized calendars and can deliver high-quality work within the specified timeframe, I would love to hear from you.

**Relevant Skills:**
- Advanced Excel skills
- Calendar design and formatting
- Data management
- Attention to detail
- Time management","Microsoft Excel, Visual Basic for Applications, Data Entry",jobs.json
Expert Interview with Creative & Campaign Team Manager,"We are looking for experienced Creative Strategists / Campaign Planners from leading full-service marketing agencies to participate in expert-level interviews.

About the Role
You will share your expertise on how creative campaigns are shaped, validated, and executed within agency environments. This is not a delivery project but an insight-sharing engagement, where your perspective will help us understand the real-world challenges and workflows of agency strategists.

Who We’re Looking For

Role: Creative Strategist, Campaign Planner, or equivalent

Experience: 5–10 years in creative strategy, campaign planning, or brand strategy within a full-service creative/marketing agency

Company Size: Background in agencies with 100–500 employees

Education: Degree in Communications, Media, Creative Arts (or related field)

Geography: UK, USA, Europe, UAE, or Saudi Arabia

Age Range: 28–42 (typical career stage, not a strict requirement)

What You’ll Do

Share how you approach campaign narratives, creative direction, and client briefs

Discuss how you use trend decks, cultural scans, and competitive research in your workflow

Highlight the pain points you face with time, budget, or insight gaps

Provide input on how insights/tools could make your job more effective

Why Join

A chance to influence innovation in creative strategy tools and workflows

Flexible, short engagement (one-time interview or focused session)

Paid opportunity for your expertise","Project Management, Marketing Strategy, Social Media Marketing",jobs.json
Convert 2 PDF Government Applications (DS-82 & DS-64) into Fillable Forms,"Description:
I need someone to take two existing government PDF applications (Forms DS-82 and DS-64) and turn them into fillable and savable forms. The goal is for users to be able to enter information directly into the fields, save the completed form, and print if needed.

Requirements:

- Experience creating fillable PDFs

- Ensure all fields are correctly mapped and functional

- Forms must remain in the same format and professional layout as the originals

- Deliver final files in PDF format

This is a straightforward project with a quick turnaround. Please include examples of past fillable PDF work in your proposal.","PDF Conversion, PDF, Adobe Acrobat",jobs.json
"Local Photographer Needed for Estate Inventory Documentation in Carmel, CA","We are seeking a skilled local photographer in the Carmel, CA area to meticulously document all household contents for estate and trust inventory purposes. The ideal candidate will have experience in residential photography and a keen eye for detail to ensure that all items are captured accurately. This is a one-time project that requires professionalism and reliability in handling sensitive materials.","Photography, Data Entry, Administrative Support",jobs.json
HR Director (Part-Time),"See attached job description.

Please attach your resume and cover letter to your proposal, along with 2-3 professional references.","Compensation & Benefits, Employee Relations, Training, Recruiting, Human Resource Management, Communications, Email Communication, Employee Communications",jobs.json
Real Estate Brochure / Video Presentation Designer (Fast Turnaround – 24 Hours),"I need a professional real estate brochure or video-style presentation for the resale of an apartment.
	•	I will provide all the raw assets: images, property details, and key USPs.
	•	Your job is to make it enticing, polished, and conversion-focused — the way real estate is professionally sold.
	•	The final deliverable should be highly presentable and optimized to maximize conversion among potential buyers.

Requirements:
	•	Must have prior experience creating real estate brochures/presentations/videos (please share portfolio samples).
	•	Strong sense of design, marketing psychology, and storytelling in real estate.
	•	Ability to deliver a ready-to-use, polished final output within 24 hours.

Deliverables:
	•	Final brochure (PDF) or video presentation (MP4/hosted format) ready for client distribution.

What I’ll Provide:
	•	High-quality images & raw assets.
	•	List of USPs & property details.

Ideal Candidate:
	•	Has worked with real estate agencies, developers, or brokers before.
	•	Can create sleek, elegant, and emotionally persuasive presentations.
	•	Understands how to structure information to inspire action and inquiries.

Deadline:
Strict — must be delivered within 24 hours of project start.

How to Apply:
	•	Share examples of real estate brochures, pitch decks, or video presentations you’ve created.
	•	Confirm you can meet the 24-hour turnaround.
	•	Suggest whether brochure, video, or both would be most effective for this project.","Graphic Design, Presentation Design, Infographic, Video Advertising, Brochure Design, Brochure",jobs.json
Build responsive website for consulting business,"I need a simple website that describes our consulting services, has a contact form that we can use for lead generation and looks really, really slick. I have a a look and feel for the design I can share via a deck along with images compiled. Not looking for anything extensive or complex technically, but the design needs to be beautiful and compelling.","Web Design, WordPress, Wix, Squarespace, Graphic Design, Visual Communication",jobs.json
Wedding Film Editor for South Asian Weddings,"We are seeking a talented wedding film editor with experience in South Asian weddings. The ideal candidate will have a keen eye for detail and a passion for storytelling through video. You will be responsible for editing raw footage into a cohesive, beautiful wedding film that captures the essence of the event. Familiarity with traditional South Asian ceremonies and customs is a plus. Your role will involve color grading, sound editing, and ensuring the final product meets our high standards of quality. If you're ready to create memorable films, we want to hear from you!","Adobe Premiere Pro, Videography, Video Editing, Video Post-Editing",jobs.json
40+ Content Creator for beauty videos,"We are seeking a creative content creator aged 40 or older to produce engaging gua sha videos for our Facebook page. The ideal candidate will have a passion for wellness and a knack for storytelling through video. Your content should educate and inspire our audience about the benefits and techniques of gua sha. If you have experience in video production and a deep understanding of holistic practices, we want to hear from you!","Social Media Video, Video Editing, Video Production, Adobe Premiere Pro, Content Writing, Explainer Video, Facebook, Fashion & Beauty",jobs.json
Creative Video Ad Maker for Gen Z Engagement,"We're looking for a talented video creator who can produce engaging ads targeted at Gen Z. The project focuses on promoting a bottle drifting feature that fosters friendship, similar to the dynamic and visually appealing style of game chat ads. If you have a knack for creating captivating short videos that resonate with younger audiences, we want to hear from you! Please share your portfolio demonstrating relevant experience in this niche.

example: https://www.youtube.com/watch?v=fVjRBTy5irI,

WE are open to using AI as long as you edit well the frame so it does not look like ai","Video Editing, Graphic Design, Video Commercial, Video Production, Social Media Marketing",jobs.json
Motion Designer / Video Editor for Online Course (10 Hours of Content),"Job Description

We’re looking for a skilled motion designer and video editor to help us bring a new online course (approx. 10 hours of content) to life. The course will combine recorded footage with engaging graphics, animations, and motion elements to create a polished, professional, and visually dynamic learning experience.

This is a fantastic opportunity to collaborate on a project that blends education with creativity, and we’re looking for someone who can help us strike the perfect balance between clarity, style, and storytelling.

Responsibilities
	•	Edit ~10 hours of recorded course footage into structured lessons.
	•	Add custom b-rolls, motion graphics, animated text, lower thirds, transitions, and graphic overlays.
	•	Ensure consistency in visual style, branding, and pacing across all modules.
	•	Collaborate closely with us to refine the look & feel, while also bringing your own creative input.
	•	Deliver final videos optimized for online learning platforms.

Requirements
	•	Proven experience with motion design, video editing, and animation.
	•	Proficiency in tools such as Adobe After Effects, Premiere Pro, Illustrator, and Photoshop (or equivalent).
	•	Strong sense of visual storytelling and ability to explain complex concepts simply.
	•	Experience with educational content, explainer videos, or online courses is a big plus.
	•	Reliability, attention to detail, and excellent communication skills.

What We’re Looking For in a Partner

We’re not just looking for a contractor, we want a collaborative creative partner. Someone who is:
	•	Proactive in suggesting improvements and bringing ideas.
	•	Comfortable working with deadlines while maintaining high quality.
	•	Open to feedback and iteration.
	•	Excited about crafting content that makes learning engaging and impactful.","Explainer Video, Adobe After Effects, Video Editing, 2D Animation, Promotional Video, Motion Graphics, Adobe Premiere Pro, Video Commercial, Video Production, Animation, Character Animation, Animated Explainer, Adobe Illustrator, Graphic Design, Video Post-Editing",jobs.json
"💼$50 USD - Remote Virtual Assistant (Simple Tasks, No Experience)","Virtual assistants are being sought to help with quick and easy tasks from home. This remote job is open to people from East Asia such as China, Japan, Mongolia, North Korea, South Korea, Taiwan, Hong Kong and other Mandarin Chinese speaking countries. No experience is required; just a desire to work and internet access.

Responsibilities:
• Complete short tasks (15 to 20 minutes each)
• Enter data, review forms, or follow instructions
• Work independently
• Submit work on time

Requirements:
• Internet access and a cell phone or computer
• Commitment and responsibility
• Basic reading in Mandarin Chinese (or basic English, optional)
• No previous experience required

Job Details:
• Pay: $20 to $50 USD per hour
• Duration: Short-term project (less than 1 month)
• Level: Beginner
• Fully flexible hours

Apply now and start earning from home in your free time!","Virtual Assistance, Data Entry, Administrative Support, Computer Skills",jobs.json
UX Design & Development - Healthcare Journey,"Our customers are currently struggling to find the correct accessories for their products, so we’re looking to improve their post-purchase journey.



Background:
Our audience is primarily 45+ years old, and some are not very computer-literate. This makes searching for compatible accessories on our site challenging.



The focus will be on existing customers who have purchased a TENS or EMS machine from us. These machines come with electrodes, which are essential for operation. Electrodes typically wear out after about a month (depending on usage).



The problem:
When customers return to our website, they may:
- Own an older machine we no longer sell.
- Have a current machine but be unsure which electrodes to buy.
- Be looking for other compatible accessories (garments, probes, cables) and struggle to find the right match.



As a result, they often get lost on the site and call us for help — which increases our support workload.



The goal of this project:
- Create a clear, guided process for customers to find compatible accessories quickly.
- Recommend alternative products if their machine is outdated.
- Offer incentives (discounts, trade-ins, etc.) for upgrading to a new machine.
- Reduce confusion and lower the volume of daily support calls.



Considerations:
- The process needs to be mapped out and designed to fit Shopify’s design restrictions and constraints.
- The solution will initially be for the UK and Ireland, but it must be translatable for future expansion.
- Website: www.med-fit.store



Next steps:
Please let me know:
- Any questions you have about the project.
- Your estimated cost for delivering it.
- Your estimated timeline for completion.","User Flow, User Experience Design, Journey Mapping, Mockup, Wireframing, Interaction Design, Usability Testing, Responsive Design",jobs.json
Connecting with Livestock Industry Experts in Korea,"We are seeking to connect with professionals and experts in the livestock industry in Korea. The goal is to gather insights, advice, and potentially collaborate on projects related to livestock management, breeding techniques, and market trends. Ideal candidates should have extensive experience in the Korean livestock sector and be able to share valuable knowledge on best practices and innovations. If you are a seasoned expert in this field, we would love to hear from you.","Market Research, Facebook, Social Media Marketing, Marketing Strategy",jobs.json
B-Roll Footage of John Deere 9600 Combine During Harvest,"I am seeking a videographer to capture high-quality B-roll footage of a John Deere 9600 combine harvester.

Project Requirements:
Footage Duration: At least 30 minutes of usable B-roll footage.

Footage Content:
Primary footage should capture the combine actively harvesting in the field.

Supplemental footage of the combine parked in a farm/rural setting will also be accepted.

Capture a variety of angles and perspectives (wide shots, close-ups, moving shots, drone shots, ground-level shots, and various angles) to provide flexibility for editing.

File Format: Final deliverables must be submitted in .mp4 format.

Model Verification: Videographer must confirm the exact combine model before shooting to ensure accuracy.

Ideal Candidate:
Access to farms or operators using John Deere 9600 Series.
Experience filming agricultural or industrial equipment.
Ability to deliver clear, steady, and professional-quality footage.

How to Apply:
Confirm that you have access to a John Deere 9600 Series Combine Harvester

Share any relevant examples of past videography work.

Provide your estimated timeline for capturing and delivering the footage.","Product Photography, Nature, Lifestyle, Videography",jobs.json
Event Content Editor for Ticket Sales Ads,"We are seeking a talented content editor to create engaging advertisements for our upcoming events. The ideal candidate will have experience in crafting persuasive copy that drives ticket sales. You'll be responsible for transforming event details into captivating ad content suited for various platforms. If you have a knack for storytelling and can highlight key event features, we want to hear from you!","Social Media Marketing, Copywriting, Marketing Strategy, Facebook, Content Writing, Instagram, Social Media Advertising, Content Editing, Content Creation",jobs.json
Seeking E-Book / Infographic Specialist for B2B Partner Playbook Styling (complete copy provided),"I am seeking a highly skilled designer to stylize and format the attached word document into a visually enhanced, professional, e-book / presentation style format. 

Should include Cover Page, Table of Contents (TOC) and a page or multiple pages for each TOC list item. (include page numbers as well) 

Final deliverables should be 8.5” x 11” (portrait) for most pages (note: if needed for a table or chart, you can include the occasional landscape (horizontal) orientation. 

PDF (be mindful of file size), Editable Design Files, documentation in organized folders and any misc. design elements. 

Images & Assets 

Provided upon hire via shared drive or zip file/folder upload 

Attachment 

Document that contains the copy and content for you to reference, stylize, and transform into a visually appealing, high quality content piece. *Word Doc to be included in project folder along with images and other assets","Ebook, Book, Catalog, Graphic Enhancement, Icon Design, Graphic Design, Adobe Illustrator, Creative Writing, Infographic, Layout Design",jobs.json
Looking for a Social Media Manager to join my team,"Hey ! I run a growing social media marketing agency and I’m on the lookout for a skilled freelancer to collaborate with us.

What you’ll be doing:

-Designing eye-catching content in Canva
-Writing engaging, brand-aligned captions
-Creating interactive Instagram Stories
-Managing and responding to comments + DMs
-Building connections through follower engagement
-Preparing clear monthly performance reports

We’ll begin by assigning you one client to test the fit, with the potential to take on as many accounts as you’re able to manage.

Compensation: $150 per client, per month.

To be considered, please include a portfolio with examples of past work (and results, if available). Applications without portfolios won’t be reviewed.

If this sounds like the right opportunity for you, we’d love to hear from you!","Facebook, Instagram, Social Media Marketing, Social Media Management, Social Media Content Creation, Content Writing, Instagram Story, English",jobs.json
Graphic Designer Needed for Company Flyers on Canva,"We are seeking a talented graphic designer to create eye-catching company flyers using Canva. The project involves designing print materials in various formats, including single-page and multi-page layouts. The ideal candidate should have a strong portfolio showcasing their design skills and experience with Canva. Attention to detail and creativity are essential. If you have a passion for design and can deliver high-quality work, we want to hear from you!","Graphic Design, Social Media Imagery, Infographic, Brochure, Brand Identity & Guidelines",jobs.json
Landscape and Irrigation Takeoff Specialist Needed,We are seeking a skilled professional to complete a landscape and irrigation takeoff for our upcoming project. The ideal candidate will have experience in accurately measuring and calculating quantities from landscape and irrigation plans. Success in this project may lead to additional work opportunities. Please provide examples of previous takeoffs you've completed.,"Quantity Surveying, Construction Estimating, Microsoft Excel, Material Take-Off, Landscaping, PlanSwift, Bluebeam Revu",jobs.json
Executive Assistant Required,"I am looking for a part time executive assistant to support 2 small businesses - the first being a b2b consultancy and the second being a e-commerce startup launching soon. 

This will be 4 hours per day, Monday to Friday, ideally between 1pm to 5pm GMT. 

Task will include, diary management, dealing with email communication from clients, file management, data entry, client research. 

This is initially a party time role however it may lead to full time from January 2026 onwards. 

Must be a reliable candidate.","Draft Correspondence, File Management, File Maintenance, Microsoft Office, Word Processing, Administrative Support, Virtual Assistance, Email Communication, Data Entry, Executive Support",jobs.json
Google Forms to Dynamic PDF report,"I have a google form to build: answers are YES or NO

The goal is based on the answers to create a PDF report that will be mailed

but the complexity level is rebuilding my PDF into a google sheets and make sure it is dynamic based on responses (some sections must be deleted if the answer to the question is a YES)

Please apply only If you have experience with that and share your portfolio (do not waste your connects)","Google Forms, Data Entry, Google Apps Script, Google Sheets",jobs.json
Need Access to LinkedIn Sales Navigator,"Hi there!

I'm looking for someone who either has direct access to LinkedIn Sales Navigator or a reliable network of providers who can offer access at a discounted monthly rate (~$25/month).

I’ve previously had this setup before, so I know it’s possible through shared agency accounts or resellers. Ideally, you have done this for other clients and can guarantee a secure, uninterrupted connection that behaves like a normal Sales Navigator account.

What I’m Looking For:
• Monthly access to LinkedIn Sales Navigator for ~$25/month for either 1 or 2 accounts
• Secure login (from my own account)
• Proven experience providing this to other clients
• Ongoing availability
• Ability to set up quickly

Please respond with:
• Your experience with providing Sales Navigator access
• The exact monthly rate
• How the access is set up and any limitations I should know about

Looking to get started immediately if the setup is reliable.

Thanks!",LinkedIn Sales Navigator,jobs.json
Vibe Coder Engineer for AI-Powered SaaS Development,"We are seeking a skilled Vibe Coder Engineer to help us build our AI-powered SaaS . The ideal candidate should have extensive experience in React, Next.js, Supabase, and Tailwind. You will be responsible for developing a seamless user interface and integrating AI functionalities. If you have a passion for cutting-edge technology and are ready to contribute to an innovative project, we want to hear from you!","Tailwind CSS, TypeScript, Web Application, AI Development, React, Supabase, Artificial Intelligence",jobs.json
Professional Voice and Text Editor Needed,"We are seeking a skilled voice and text editor to enhance our audio and written content. The ideal candidate will have experience in editing voice recordings for clarity and accuracy, as well as proficiency in proofreading and editing text for grammar, style, and coherence. Attention to detail and the ability to meet deadlines are crucial. The project involves working with various formats and ensuring high-quality results that resonate with our target audience.","English, Proofreading, Voice Acting, Voice-Over",jobs.json
High-Level After Effects VFX Artist Needed to Fix & Render Comps,"I am looking for a highly skilled After Effects VFX artist who can step in and finalize work on a project that was left incomplete by a previous artist. All assets and comps are already built — the primary need is technical correction and clean render-out. I will provide project file and assets.

Scope of Work:
	•	Fix and smooth out choppiness in the person footage inside the comps (footage is 24fps but needs to be properly interpreted to 30fps).
	•	Adjust/open up a specific section in one comp for a group shot.
	•	Ensure all comps are correctly interpreted, synced, and rendered out cleanly.
	•	Each comp is approximately 15 seconds long.
	•	There are a total of 16 comps/assets that need final correction and export.

Requirements:
	•	Expert-level proficiency in Adobe After Effects (VFX, compositing, troubleshooting).
	•	Ability to interpret and correct frame rate mismatches (24fps → 30fps).
	•	Strong attention to detail with rendering settings.
	•	Fast turnaround time — this is a priority project.

Deliverables:
	•	16 corrected comps rendered out at the correct frame rate.
	•	Source files saved with corrections applied.

If you are confident in After Effects at a high level and can deliver quickly, I’d like to hear from you. Please provide examples of similar technical VFX/compositing fixes you’ve done.",Adobe After Effects,jobs.json
Sales Development Representative (Full-Time),"Job Title: Sales Development Representative (Full-Time, Remote)

About Us
We are a B2B growth partner helping companies scale client acquisition through outbound campaigns, email, and LinkedIn outreach. Our clients include fast-growing companies in industries like staffing, professional services, and commercial cleaning. We are looking for a long-term, full-time SDR to join our remote team and help manage multi-client campaigns.

Role Overview
As our SDR, you will be responsible for managing daily outbound activity, following up with leads, setting qualified appointments, and ensuring campaigns run smoothly across multiple clients. This is not a closing role, but a detail-oriented execution role where accountability, independence, and consistency are critical. We are not looking to micro-manage, so you must be proactive, organized, and committed to owning results.

Responsibilities

- Execute outbound campaigns (email, LinkedIn, sometimes cold calling).

- Monitor client campaigns daily and ensure sequences are running correctly.

- Manage inboxes: respond to leads, qualify interest, and book meetings on client calendars.

- Set appointments with qualified prospects and confirm attendance.

- Research and enrich lead lists when needed.

- Follow up consistently with prospects (minimum 3–4 touchpoints).

- Communicate with internal team on campaign status, issues, or improvements.

- Provide daily/weekly reports on activity, pipeline, and booked meetings.

Requirements

- 2+ year experience in outbound SDR, lead generation, or appointment-setting roles.

- Strong written and spoken English (professional, client-facing tone).

- Extremely accountable and self-managed; able to deliver without constant oversight.

- Detail-oriented and proactive, with ability to manage multiple accounts.

- Comfortable using tools like Apollo, Instantly, LinkedIn Sales Navigator, HubSpot, or similar.

- Tech-savvy, able to quickly learn new outreach platforms and CRMs.

- Reliable, consistent availability (full-time, 35–40 hours per week).

Preferred (Nice to Have)

- Experience booking meetings for US-based clients.

- Background in agencies or handling multiple client campaigns at once.

- Familiarity with industries like staffing, cleaning services, or B2B services.

Compensation

- $800–$1,200/month depending on experience.

- Full-time, long-term role with strong growth potential.","B2B Marketing, Sales, Lead Generation, Outbound Sales, Scheduling, Appointment Setting",jobs.json
Online Video Task in French – $15 Payment,"Looking for a quick way to earn? This project is simple, fully remote, and pays fast.

What you’ll do:

Create a short recording in French (just a few minutes)

Follow clear instructions, no editing required

Can be done from home with your phone or laptop

⏱ Time needed: about 5–10 minutes
💵 Payment: $15 USD right after your submission is approved

If you speak French and want to complete an easy at-home task, apply now and get started right away!",French,jobs.json
Graphic Designer for Brand Marketing,"Graphic Designer for Droppels

Droppels is a vitamin gummy brand that delivers flavorful gummy supplements packed with nutrients to its customers. As we prepare to launch new vitamin products through Amazon we are looking for a graphic designer to help with brand content for our Amazon listings. 

The right person will collaborate with our creative team and take established conceptual and strategic solutions and transform them into digital assets.

This will require the following skills:

1. With our given vitamin labels, create a 3D image of a vitamin bottle with our label on it, given our bottle specs. 
2. Create graphic content to go along with our Amazon product listing. 
3. Work with the creative team to produce the final design.
4. Ensure final graphics and layouts are visually appealing and on-brand.

Qualifications and Skills
1. Bachelor's degree in graphic design, digital marketing, or a related field
2. 3+ years of experience in digital marketing
3. Experience with Adobe Creative Suite
4. Experience designing consumer packaged goods. 
5. Skilled in writing and editing content with attention to detail

If interested, please respond with examples of work or a portfolio attached.

Thank you!

Explore our website: https://droppels.com/collections/gummies?sort_by=best-selling
Explore our current listing on Amazon: https://www.amazon.com/Droppels-Vinegar-Gummies-1000mg-Pomegranate/dp/B0BF16HMKR","Graphic Design, Adobe Photoshop, Brand Identity & Guidelines, Amazon Listing",jobs.json
Video Editor for YouTube Channel,"Looking to hire an experienced Video Editor for a ‘Travel Tricks’ related faceless YouTube Channel. Videos similar to:

https://www.youtube.com/@globalflow8
https://www.youtube.com/@PassportProfficial

If you have experience in video editing in the Travel YouTube niche and have a passion for Travel, then feel free to apply and let's talk more details!

This is a long term collaboration with a good payment structure possible.

Looking forward to working with you,
Chris","360-Degree Video Editing, Video Editing, Adobe Premiere Pro, Video Post-Editing, Video Production, Adobe After Effects, Explainer Video, Education, Video Intro & Outro, YouTube Development",jobs.json
Data entry and Virtual Assistant,"Looking for a fast, flexible side gig? We’re hiring dependable Virtual Assistants to help with light data entry and admin tasks. This role is perfect for individuals from USA, UK ,Canada , Australia , Germany , France ,Netherlands , Singapore , UAE , Malaysia,Brazil ,Saudi Arabia, Spain, Italy, Mexico , Turkey , Switzerland ,Sweden , Belgium ,Argentina , Japan ,South Korea , New Zealand ,Indonesia , Israel ,Bulgaria ,Ireland , Iceland , Norway ,Russia , Colombia , Slovenia , Poland , Chile , Denmark , Finland , Hungary , Portugal , Thailand who want to earn extra income on their own schedule.

What You’ll Be Doing:
• Inputting basic information into spreadsheets or forms
• Following simple instructions to complete small online tasks
• Reviewing entries for accuracy and completeness

What You’ll Need:
• A phone or computer with internet access
• Basic typing and organizational skills
• The ability to follow directions and meet short deadlines
• No previous experience required — we’ll provide all instructions!
• you but be fluent it English and at least one of the below listed languages all versions of mandarin (Chinese, Taiwanese, Singapore, Hong Kong, Macau, Cambodian Malaysian) Luxembourgish, Georgian, Hebrew, Thai, Swiss, Korean
Chinese, Bulgarian, Polish, Finnish, Slovenian, Slovak, Filipino, Spanish, Portuguese, Italian, Turkish, Arabic,German, Ukrainian
Indonesia, Thai, Finland","Administrative Support, Microsoft Excel, Data Entry, Google Docs, Customer Service",jobs.json
Wix Website Support Specialist Needed,"We are seeking a knowledgeable Wix website specialist who can assist with various tasks as they arise. The ideal candidate should be comfortable navigating the Wix platform and capable of addressing updates, troubleshooting issues, and implementing enhancements. This role is perfect for someone who enjoys working in a dynamic environment and can provide timely support. If you have experience with website design, content management, and customer service, we would love to hear from you!","Wix, Web Development, Web Design, Search Engine Optimization, WordPress",jobs.json
"Build This ""Services"" Section For My Website","I am interested in having an expert build this ""services"" section. For my website in HTML css JS or jquery. or whatever technologies you recommend. This is reference website: https://www.pvhvac.com/ and i have attached a photo of the specific section i would like built. The provided website and photo is only reference. I need this built exactly as in the website referenced. When you click.toggle on a service; the bottom shows more info about that specific service. I need this mobile responsive too. And preferably one version with javascript and one with jquery.","CSS 3, CSS, HTML, Web Design, HTML5",jobs.json
Packaging Design Specialist Needed for Factory Submission,"Description:
We’re looking for an experienced packaging designer to help us finalize our packaging for production. We already have our first sample and a clear vision of what we want, but now we need someone to organize everything into a professional, easy-to-understand format that can be sent directly to our factory.

What we need:
- Organize and refine existing packaging concepts
- Create clear, accurate dielines with measurements
- Ensure files are factory-ready and easy to understand
- Provide recommendations for any adjustments if needed
- Deliver final files in the correct formats for production

Requirements:
- Proven experience in packaging design and dielines
- Strong attention to detail and ability to follow brand direction
- Experience preparing files for factories/manufacturers
- Excellent communication skills and responsiveness

Nice to have:
- Experience working with luxury or fashion brands
- Knowledge of sustainable materials and packaging solutions

Deliverables:
- Organized packaging file(s) with measurements and specifications
- Final factory-ready files

We’re looking for someone who is efficient, detail-oriented, and experienced in turning concepts into production-ready packaging. If this sounds like you, please send us examples of similar work you’ve done.","Graphic Design, Product Design, Adobe Illustrator, Adobe Photoshop, Packaging Design",jobs.json
Ongoing Web Developer for Music House Website,"We are a boutique music house specializing in music for TV & Film, seeking an ongoing web developer to enhance and maintain our company websites. The ideal candidate will possess a strong understanding of web design and development, with a focus on creating visually appealing and user-friendly interfaces. The role will involve regular updates, troubleshooting, and collaboration to ensure our online presence reflects our brand and services effectively.","WordPress, Web Development, Web Design, JavaScript, HTML",jobs.json
Logo creation,"I have 2 logos and I need them merged into one. I would like to explore a couple of different options, as well as ensure that I understand the need for revisions. On delivery, I will need the .AI files. Once the designer is selecte,d I will upload my 2 logos and specifications. This is a fairly simple logo.","Logo Design, Graphic Design, Adobe Illustrator",jobs.json
